17:03;19;17:03;295
15:30;11;17:04;604
15:38;1;17:05;558
16:44;6;17:06;574
17:09;1;17:07;434
17:19;1;17:08;359
17:29;67;17:09;212
1:57;1;17:10;140
1:58;55;17:11;64
1:59;13;17:12;18
2:07;21;17:26;1
2:11;19;17:45;3
2:12;7;15:05;4
3:42;1;15:06;2
4:00;56;15:07;16
4:01;58;15:08;69
4:02;104;15:09;11
4:03;109;15:10;37
4:04;51;15:11;81
4:05;1;15:12;98
4:08;109;15:13;109
4:09;62;15:14;127
4:10;96;15:15;177
4:11;59;15:16;192
4:25;1;15:17;222
4:27;1;15:18;229
5:42;1;15:19;268
0:00;0;15:20;297
0:00;0;15:21;320
0:00;0;15:22;322
0:00;0;15:23;376
0:00;0;15:24;394
0:00;0;15:25;425
0:00;0;15:26;414
0:00;0;15:27;469
0:00;0;15:28;457
0:00;0;15:29;500
0:00;0;15:30;504
0:00;0;15:31;511
0:00;0;15:32;517
0:00;0;15:33;505
0:00;0;15:34;520
0:00;0;15:35;489
0:00;0;15:36;776
0:00;0;15:37;850
0:00;0;15:38;632
0:00;0;15:39;544
0:00;0;15:40;714
0:00;0;15:41;653
0:00;0;15:42;584
0:00;0;15:43;685
0:00;0;15:44;685
0:00;0;15:45;400
0:00;0;15:46;898
0:00;0;15:47;953
0:00;0;15:48;699
0:00;0;15:49;389
0:00;0;15:50;762
0:00;0;15:51;412
0:00;0;15:52;646
0:00;0;15:53;668
0:00;0;15:54;663
0:00;0;15:55;668
0:00;0;15:56;530
0:00;0;15:57;703
0:00;0;15:58;644
0:00;0;15:59;166
0:00;0;16:10;10
0:00;0;16:11;24
0:00;0;16:12;30
0:00;0;16:13;42
0:00;0;16:14;56
0:00;0;16:15;73
0:00;0;16:16;80
0:00;0;16:17;93
0:00;0;16:18;102
0:00;0;16:19;126
0:00;0;16:20;129
0:00;0;16:21;154
0:00;0;16:22;147
0:00;0;16:23;168
0:00;0;16:24;191
0:00;0;16:25;200
0:00;0;16:26;199
0:00;0;16:27;205
0:00;0;16:28;247
0:00;0;16:29;241
0:00;0;16:30;260
0:00;0;16:31;262
0:00;0;16:32;281
0:00;0;16:33;299
0:00;0;16:34;308
0:00;0;16:35;311
0:00;0;16:36;337
0:00;0;16:37;339
0:00;0;16:38;359
0:00;0;16:39;381
0:00;0;16:40;379
0:00;0;16:41;387
0:00;0;16:42;412
0:00;0;16:43;412
0:00;0;16:44;360
0:00;0;16:45;426
0:00;0;16:46;501
0:00;0;16:47;463
0:00;0;16:48;479
0:00;0;16:49;486
0:00;0;16:50;484
0:00;0;16:51;491
0:00;0;16:52;528
0:00;0;16:53;532
0:00;0;16:54;572
0:00;0;16:55;561
0:00;0;16:56;526
0:00;0;16:57;535
0:00;0;16:58;611
0:00;0;16:59;610
0:00;0;17:00;635
0:00;0;17:01;461
0:00;0;17:02;632
0:00;0;17:03;525
0:00;0;17:04;579
0:00;0;17:05;557
0:00;0;17:06;703
0:00;0;17:07;465
0:00;0;17:08;688
0:00;0;17:09;297
0:00;0;17:10;541
0:00;0;17:11;825
0:00;0;17:12;648
0:00;0;17:13;495
0:00;0;17:14;575
0:00;0;17:15;607
0:00;0;17:16;791
0:00;0;17:17;589
0:00;0;17:18;593
0:00;0;17:19;317
0:00;0;17:20;598
0:00;0;17:21;409
0:00;0;17:22;540
0:00;0;17:23;641
0:00;0;17:24;483
0:00;0;17:25;395
0:00;0;17:26;537
0:00;0;17:27;689
0:00;0;17:28;474
0:00;0;17:29;455
0:00;0;17:30;512
0:00;0;17:31;580
0:00;0;17:32;385
0:00;0;17:33;342
0:00;0;17:34;452
0:00;0;17:35;538
0:00;0;17:36;432
0:00;0;17:37;418
0:00;0;17:38;618
0:00;0;17:39;551
0:00;0;17:40;475
0:00;0;17:41;524
0:00;0;17:42;633
0:00;0;17:43;433
0:00;0;17:44;600
0:00;0;17:45;465
0:00;0;17:46;299
0:00;0;18:03;6
0:00;0;18:04;6
0:00;0;18:05;8
0:00;0;18:06;3
0:00;0;2:32;1
0:00;0;2:33;1
0:00;0;3:07;28
0:00;0;3:08;128
0:00;0;3:09;194
0:00;0;3:10;201
0:00;0;3:11;228
0:00;0;3:12;125
0:00;0;3:23;37
0:00;0;3:24;80
0:00;0;3:25;6
0:00;0;3:26;86
0:00;0;3:27;184
0:00;0;3:28;209
0:00;0;3:29;216
0:00;0;3:30;272
0:00;0;3:31;381
0:00;0;3:32;416
0:00;0;3:33;420
0:00;0;3:34;479
0:00;0;3:35;561
0:00;0;3:36;633
0:00;0;3:37;619
0:00;0;3:38;666
0:00;0;3:39;744
0:00;0;3:40;849
0:00;0;3:41;737
0:00;0;3:42;682
0:00;0;3:43;659
0:00;0;3:44;848
0:00;0;3:45;743
0:00;0;3:46;451
0:00;0;3:47;656
0:00;0;3:48;808
0:00;0;3:49;798
0:00;0;3:50;733
0:00;0;3:51;705
0:00;0;3:52;828
0:00;0;3:53;792
0:00;0;3:54;693
0:00;0;3:55;693
0:00;0;3:56;801
0:00;0;3:57;813
0:00;0;3:58;704
0:00;0;3:59;627
0:00;0;4:00;621
0:00;0;4:01;4
0:00;0;4:02;4
0:00;0;4:03;3
0:00;0;4:04;9
0:00;0;4:05;454
0:00;0;4:06;582
0:00;0;4:07;790
0:00;0;4:08;110
0:00;0;4:09;5
0:00;0;4:10;3
0:00;0;4:11;13
0:00;0;4:25;29
0:00;0;4:26;153
0:00;0;4:27;173
0:00;0;4:28;218
0:00;0;4:29;245
0:00;0;4:30;341
0:00;0;4:31;438
0:00;0;4:32;440
0:00;0;4:33;446
0:00;0;4:34;516
0:00;0;4:35;663
0:00;0;4:36;652
0:00;0;4:37;624
0:00;0;4:38;736
0:00;0;4:39;840
0:00;0;4:40;818
0:00;0;4:41;690
0:00;0;4:42;713
0:00;0;4:43;737
0:00;0;4:44;686
0:00;0;4:45;685
0:00;0;4:46;694
0:00;0;4:47;777
0:00;0;4:48;848
0:00;0;4:49;700
0:00;0;4:50;672
0:00;0;4:51;756
0:00;0;4:52;858
0:00;0;4:53;689
0:00;0;4:54;643
0:00;0;4:55;740
0:00;0;4:56;845
0:00;0;4:57;757
0:00;0;4:58;675
0:00;0;4:59;711
0:00;0;5:00;844
0:00;0;5:01;785
0:00;0;5:02;664
0:00;0;5:03;715
0:00;0;5:04;767
0:00;0;5:05;850
0:00;0;5:06;637
0:00;0;5:07;760
0:00;0;5:08;734
0:00;0;5:09;884
0:00;0;5:10;722
0:00;0;5:11;847
0:00;0;5:12;1001
0:00;0;5:13;1085
0:00;0;5:14;943
0:00;0;5:15;1027
0:00;0;5:16;1171
0:00;0;5:17;1306
0:00;0;5:18;1179
0:00;0;5:19;1148
0:00;0;5:20;1279
0:00;0;5:21;1309
0:00;0;5:22;1210
0:00;0;5:23;1505
0:00;0;5:24;1763
0:00;0;5:25;1406
0:00;0;5:26;1357
0:00;0;5:27;1035
0:00;0;5:28;1306
0:00;0;5:29;1199
0:00;0;5:30;1237
0:00;0;5:31;1218
0:00;0;5:32;1252
0:00;0;5:33;1169
0:00;0;5:34;1240
0:00;0;5:35;1174
0:00;0;5:36;1226
0:00;0;5:37;1214
0:00;0;5:38;1227
0:00;0;5:39;1190
0:00;0;5:40;1108
0:00;0;5:41;1287
0:00;0;5:42;1318
0:00;0;5:43;1165
0:00;0;5:44;1177
0:00;0;5:45;1190
0:00;0;5:46;1135
0:00;0;5:47;1172
0:00;0;5:48;1170
0:00;0;5:49;1217
0:00;0;5:50;1188
0:00;0;5:51;1205
0:00;0;5:52;1001
0:00;0;17:03;8
0:00;0;17:04;19
0:00;0;17:05;40
0:00;0;17:06;50
0:00;0;17:07;60
0:00;0;17:08;66
0:00;0;17:09;90
0:00;0;17:10;93
0:00;0;17:11;115
0:00;0;17:12;113
0:00;0;17:13;128
0:00;0;17:14;149
0:00;0;17:15;164
0:00;0;17:16;167
0:00;0;17:17;192
0:00;0;17:18;198
0:00;0;17:19;201
0:00;0;17:20;211
0:00;0;17:21;247
0:00;0;17:22;252
0:00;0;17:23;255
0:00;0;17:24;259
0:00;0;17:25;287
0:00;0;17:26;304
0:00;0;17:27;303
0:00;0;17:28;315
0:00;0;17:29;344
0:00;0;17:30;357
0:00;0;17:31;354
0:00;0;17:32;365
0:00;0;17:33;376
0:00;0;17:34;403
0:00;0;17:35;415
0:00;0;17:36;410
0:00;0;17:37;436
0:00;0;17:38;452
0:00;0;17:39;476
0:00;0;17:40;458
0:00;0;17:41;470
0:00;0;17:42;483
0:00;0;17:43;539
0:00;0;17:44;535
0:00;0;17:45;492
0:00;0;17:46;551
0:00;0;17:47;559
0:00;0;17:48;607
0:00;0;17:49;557
0:00;0;17:50;599
0:00;0;17:51;609
0:00;0;17:52;667
0:00;0;17:53;639
0:00;0;17:54;758
0:00;0;17:55;664
0:00;0;17:56;702
0:00;0;17:57;812
0:00;0;17:58;666
0:00;0;17:59;727
0:00;0;18:00;795
0:00;0;18:01;1106
0:00;0;18:02;591
0:00;0;18:03;832
0:00;0;18:04;1133
0:00;0;18:05;829
0:00;0;18:06;758
0:00;0;18:07;806
0:00;0;18:08;1181
0:00;0;18:09;1053
0:00;0;18:10;728
0:00;0;18:11;716
0:00;0;18:12;1244
0:00;0;18:13;726
0:00;0;18:14;899
0:00;0;18:15;715
0:00;0;18:16;902
0:00;0;18:17;829
0:00;0;18:18;1057
0:00;0;18:19;699
0:00;0;18:20;875
0:00;0;18:21;935
0:00;0;18:22;791
0:00;0;18:23;975
0:00;0;18:24;824
0:00;0;18:25;755
0:00;0;18:26;1123
0:00;0;18:27;925
0:00;0;18:28;853
0:00;0;18:29;787
0:00;0;18:30;1041
0:00;0;18:31;901
0:00;0;18:32;796
0:00;0;18:33;708
0:00;0;18:34;700
0:00;0;18:35;969
0:00;0;18:36;968
0:00;0;18:37;958
0:00;0;18:38;878
0:00;0;18:39;973
0:00;0;18:40;948
0:00;0;18:41;770
0:00;0;18:42;828
0:00;0;18:43;1016
0:00;0;18:44;981
0:00;0;18:45;1106
0:00;0;18:46;705
0:00;0;18:47;901
0:00;0;18:48;880
0:00;0;18:49;956
0:00;0;18:50;1140
0:00;0;18:51;1011
0:00;0;18:52;728
0:00;0;18:53;821
0:00;0;18:54;919
0:00;0;18:55;942
0:00;0;18:56;858
0:00;0;18:57;723
0:00;0;18:58;1112
0:00;0;18:59;778
0:00;0;19:00;647